#Rank,CustomerId,Surname,Balance,CreditScore,Gender,Age,HasCrCard,EstimatedSalary
5879,15673619,Bazhenov,162560,530,Male,25,1,64129
5880,15755239,Maughan,162658,758,Male,32,1,115525
5881,15806134,Storey,162691,707,Male,34,1,94913
5882,15711352,Endrizzi,162702,841,Female,31,1,126795
5883,15662243,Taylor,162702,559,Male,50,0,150549
5884,15692575,Kerr,162889,760,Male,38,1,91099
5885,15784597,Lattimore,162924,648,Male,26,1,98368
5886,15765902,Gibson,163035,706,Male,38,1,135662
5887,15641285,Yusupova,163086,621,Male,50,0,131048
5888,15679801,Hsueh,163098,712,Female,39,1,23702
5889,15630551,Forbes,163139,696,Male,33,1,7035
5890,15679249,Chou,163146,351,Female,57,1,169622
5891,15665438,Hs?,163160,669,Male,43,0,15603
5892,15800517,Huang,163340,633,Male,32,1,74415
5893,15642063,Kelechi,163505,692,Male,40,0,90424
5894,15570895,Ch'in,163548,608,Male,42,1,38867
5895,15799815,Bobrov,163550,656,Female,23,0,21085
5896,15808784,Hess,163570,835,Male,28,1,154559
5897,15812518,Palermo,163607,657,Female,37,0,44204
5898,15738501,Booth,163631,601,Male,48,0,41816
5899,15743293,Waters,163701,651,Female,35,1,29583
5900,15601045,Angelo,163709,655,Male,37,0,76259
5901,15568088,Jamieson,163715,481,Male,44,1,96124
5902,15704315,Teng,163757,556,Male,34,1,104000
5903,15761497,Udinesi,163761,713,Female,48,0,157381
5904,15679551,Colombo,163765,504,Female,46,1,165123
5905,15697625,Bevan,163789,791,Male,37,1,75833
5906,15750049,Steele,163823,621,Male,40,0,89519
5907,15579109,Napolitano,163857,574,Male,35,1,15118
5908,15714920,Balashov,163868,585,Male,44,1,112333
5909,15631685,Lambert,163894,523,Male,60,0,57062
5910,15794549,Andrews,163944,722,Female,35,1,15068
5911,15631721,Millar,163966,691,Male,38,0,103511
5912,15747677,Gordon,163975,656,Male,69,1,36109
5913,15646784,Cochran,164003,529,Female,31,1,60993
5914,15572361,Chill,164011,790,Female,34,1,199420
5915,15591628,Davies,164046,701,Male,41,1,49406
5916,15724282,Tsao,164113,540,Male,44,1,12121
5917,15660602,Ch'eng,164285,464,Male,33,1,3710
5918,15764432,Hicks,164308,588,Female,42,1,48498
5919,15599301,Tao,164365,538,Female,28,0,5699
5920,15761763,Jamieson,164386,845,Male,33,1,150665
5921,15632118,Pirozzi,164451,698,Male,45,1,141970
5922,15653773,Shaw,164497,457,Female,38,1,163327
5923,15614034,Martin,164524,607,Male,61,1,35787
5924,15810385,Giordano,164558,717,Female,36,0,82337
5925,15603554,Berkeley,164650,513,Female,45,1,49916
5926,15604536,Vachon,164673,850,Female,31,0,61936
5927,15700223,Steiner,164702,806,Male,48,1,21439
5928,15697997,Jamieson,164704,602,Male,33,0,180716
5929,15641733,Mishina,164758,671,Female,34,1,110749
5930,15764604,Sutherland,164769,586,Female,35,1,119814
5931,15750776,Genovese,164851,850,Female,36,1,62722
5932,15808905,Levan,164858,823,Male,37,1,173517
5933,15751710,Ginikanwa,164871,729,Male,31,1,9567
5934,15659364,Thompson,164902,685,Male,23,0,141152
5935,15815490,Cocci,164949,670,Male,40,0,177028
5936,15743893,Alexeyeva,164952,471,Male,42,1,190532
5937,15612108,Norman,164978,625,Male,52,1,67788
5938,15815271,Ritchie,165049,755,Male,43,1,16929
5939,15723064,Kistler,165149,603,Male,24,1,21858
5940,15730705,Chidubem,165253,715,Male,37,1,85286
5941,15680685,Patterson,165257,751,Male,30,0,134822
5942,15688007,Liu,165261,703,Male,20,1,41627
5943,15636624,Nwabugwu,165272,805,Female,39,1,14110
5944,15585985,Wang,165282,746,Male,48,1,153786
5945,15741719,DeRose,165298,540,Female,40,0,199863
5946,15626135,Combes,165312,689,Male,34,1,155496
5947,15721921,Woolnough,165326,796,Male,44,1,57206
5948,15588944,Maughan,165351,456,Female,63,0,140758
5949,15600174,Walton,165359,525,Male,35,0,94739
5950,15604093,Neitenstein,165363,546,Male,34,1,25744
5951,15791304,Ch'ang,165413,604,Male,25,1,35280
5952,15799859,Lucchesi,165438,704,Male,50,1,120771
5953,15654408,Kharitonova,165445,562,Male,41,1,85787
5954,15621815,Obiajulu,165527,803,Female,40,1,12328
5955,15715160,Khan,165536,439,Male,36,1,123957
5956,15756539,Marshall,165610,585,Female,39,0,131852
5957,15726557,Lai,165680,638,Female,42,0,32916
5958,15783955,Miah,165686,697,Female,25,1,15468
5959,15798310,Palerma,165693,480,Male,35,1,197985
5960,15756680,Phillips,165798,667,Male,28,1,147091
5961,15808846,Horton,165879,672,Female,21,1,164537
5962,15650086,Uchenna,165896,725,Male,43,1,130796
5963,15596713,Christie,165896,786,Male,37,1,66978
5964,15605020,Schofield,165902,651,Male,45,1,23055
5965,15735849,Kanayochukwu,165948,617,Female,26,0,168834
5966,15757759,Okwuoma,165969,807,Female,28,1,156122
5967,15786433,Aitken,165982,650,Female,35,1,24482
5968,15590327,Liao,166031,604,Female,42,1,98293
5969,15683524,Tobenna,166070,660,Female,23,0,90495
5970,15604544,Manfrin,166082,850,Male,40,0,44406
5971,15701605,Forster,166115,815,Male,37,1,67208
5972,15771702,Roberts,166118,567,Female,35,1,127827
5973,15659305,Webster,166133,605,Male,19,1,107995
5974,15804235,Zetticci,166178,698,Female,37,1,71973
5975,15724099,Udinese,166258,674,Male,26,1,149369
5976,15593470,Tu,166288,576,Female,36,1,23306
5977,15727556,O'Donnell,166298,744,Female,26,1,181694
5978,15726250,Hsia,166329,508,Female,38,0,22614
5979,15655341,Chinagorom,166492,458,Female,35,1,135288
5980,15803415,Samsonova,166501,579,Female,39,1,93836
5981,15665376,Lavrentiev,166519,647,Female,35,1,147930
5982,15807269,Milanesi,166523,690,Male,43,0,119645
5983,15731327,Hale,166528,652,Male,27,0,146008
5984,15765093,Coates,166595,704,Male,23,1,155823
5985,15748986,Bischof,166686,705,Male,42,1,55314
5986,15685997,Azubuike,166734,838,Female,39,1,14279
5987,15713604,Rossi,166777,425,Male,40,0,172647
5988,15569678,Cocci,166825,561,Male,32,1,139452
5989,15592091,Belbin,166834,620,Male,31,1,135172
5990,15734246,She,166883,746,Female,21,0,194564
5991,15796313,Olsen,166909,662,Female,36,1,138871
5992,15701962,Scott,166931,590,Female,29,1,122488
5993,15596136,Folliero,166940,637,Female,36,1,72505
5994,15702541,Fraser,166968,551,Female,59,1,159484
5995,15690231,K'ung,167027,612,Female,62,1,192892
5996,15620103,Ho,167181,660,Female,40,1,185157
5997,15585580,Chang,167194,796,Female,52,1,62809
5998,15574369,Bianchi,167259,415,Male,53,1,22357
5999,15694530,Porter,167269,672,Male,28,1,169469
6000,15728963,Wei,167274,617,Female,51,0,93440
6001,15596710,Ku,167298,640,Female,33,0,145382
6002,15770631,Sutherland,167386,730,Male,25,1,56308
6003,15649618,Tomlinson,167396,799,Female,39,0,139537
6004,15704746,Inman,167456,699,Male,35,1,55324
6005,15626684,Huang,167540,547,Female,38,0,159207
6006,15633574,Montes,167545,730,Female,41,1,128247
6007,15566958,Li Fonti,167557,667,Male,39,1,41183
6008,15685150,Evans,167658,799,Male,28,1,111138
6009,15619972,Akabueze,167665,807,Female,47,0,125440
6010,15790324,Green,167686,660,Female,20,1,57930
6011,15761024,Long,167734,619,Female,33,1,65222
6012,15567919,Lazarev,167736,586,Male,37,0,104666
6013,15659557,Artamonova,167739,811,Female,28,1,9903
6014,15708917,Martin,167773,598,Male,53,1,136887
6015,15729975,Chidozie,167796,613,Female,46,0,44390
6016,15796813,Storey,167832,493,Male,54,1,150160
6017,15705512,Welch,167864,668,Female,37,1,115638
6018,15603134,Pai,167879,656,Female,40,0,151887
6019,15609676,Nkemakonam,167925,718,Female,35,1,43025
6020,15811177,Beneventi,167949,643,Female,31,1,143162
6021,15656100,Candler,167963,632,Female,49,0,140201
6022,15804009,Amechi,167983,806,Male,36,1,106714
6023,15653253,Pagnotto,167998,704,Male,48,1,173498
6024,15680405,P'eng,168001,685,Male,40,1,167400
6025,15689031,Murphy,168067,697,Female,37,1,35451
6026,15755638,Mancini,168070,673,Female,43,1,146992
6027,15657829,Fanucci,168079,806,Male,30,1,85028
6028,15758252,Toscano,168085,561,Female,45,0,115719
6029,15689616,Ward,168094,586,Male,34,0,20059
6030,15777784,Tu,168166,733,Female,44,0,197193
6031,15670702,Smith,168178,618,Male,37,0,101273
6032,15783501,Findlay,168190,800,Female,38,1,68052
6033,15681206,Hsing,168198,722,Female,49,1,140766
6034,15787168,Y?,168253,819,Female,28,1,102799
6035,15650538,Sun,168287,445,Female,48,1,16646
6036,15580148,Welch,168287,750,Male,40,1,20452
6037,15803337,Baresi,168373,648,Male,23,1,134677
6038,15669326,Gordon,168396,658,Male,44,1,14179
6039,15612050,Castiglione,168522,556,Female,48,1,151310
6040,15598338,Mays,168560,647,Female,33,0,90270
6041,15624866,Brewer,168736,658,Male,37,0,70370
6042,15652400,Moss,168883,667,Male,56,0,18898
6043,15762716,Chigozie,168921,762,Female,60,1,31445
6044,15614818,Trevisani,168965,764,Female,33,0,118983
6045,15656592,Toscano,169023,646,Male,48,1,175658
6046,15751137,Lei,169026,850,Female,36,1,174235
6047,15662403,Kryukova,169089,622,Female,32,1,101058
6048,15705953,Kodilinyechukwu,169312,721,Male,51,1,109078
6049,15578374,Gilroy,169313,620,Male,36,1,45414
6050,15648967,Ch'en,169362,698,Female,64,1,84760
6051,15774382,Longo,169377,579,Male,49,1,123535
6052,15777352,Ikedinachukwu,169400,568,Female,32,1,61936
6053,15704442,Fleming,169406,672,Female,53,1,147311
6054,15730579,Ward,169445,850,Male,68,1,186335
6055,15586310,Ting,169462,578,Male,30,1,112187
6056,15740104,Tuan,169650,425,Female,22,0,136365
6057,15791279,Murray,169743,701,Male,40,1,153538
6058,15689786,Massie,169744,850,Male,56,0,155850
6059,15571973,Chinwemma,169824,776,Female,38,1,169292
6060,15789484,Hammond,169831,751,Female,36,1,27758
6061,15610686,Melton,169833,850,Male,63,0,184107
6062,15611682,Rossi,169903,590,Male,37,1,128256
6063,15781914,Simmons,169947,718,Male,32,1,27979
6064,15650391,Wallace,169988,633,Female,29,1,4272
6065,15672374,Pai,170009,672,Male,52,0,56407
6066,15587978,Boothby,170058,455,Female,37,0,54399
6067,15585865,Westerberg,170062,673,Female,38,0,134901
6068,15608109,Greco,170113,710,Male,58,0,10495
6069,15613923,Reed,170173,581,Female,43,0,100236
6070,15719352,Davidson,170185,754,Male,39,1,89593
6071,15664150,Holland,170214,528,Female,29,1,49284
6072,15727197,Pinto,170229,576,Female,52,0,148478
6073,15603246,Genovesi,170242,498,Male,73,1,165408
6074,15671769,Zikoranachidimma,170252,624,Female,71,1,73680
6075,15716420,Kelly,170288,612,Male,39,1,59601
6076,15723053,T'ang,170291,504,Male,32,0,15659
6077,15721469,Mach,170295,492,Male,45,0,164742
6078,15747358,Russell,170331,643,Male,59,1,32172
6079,15722010,Zuyev,170492,621,Male,53,1,35588
6080,15699029,Bagley,170558,670,Male,37,1,198253
6081,15790489,Lo Duca,170601,534,Male,34,0,5241
6082,15734058,Anayochukwu,170661,509,Male,32,1,21646
6083,15572265,Wu,170827,646,Male,46,1,45041
6084,15756804,O'Loghlen,170833,636,Female,48,1,110510
6085,15770974,Nwabugwu,170840,741,Female,37,0,109843
6086,15707110,Endrizzi,170890,660,Male,28,1,41759
6087,15648075,Hebert,170936,686,Female,47,1,173180
6088,15583462,Graham,171069,695,Male,28,1,88689
6089,15674922,Beavers,171138,710,Male,54,1,167024
6090,15601569,Ndubueze,171178,598,Female,40,1,137981
6091,15796993,McCollum,171236,741,Male,52,0,21834
6092,15747265,Huang,171284,598,Female,27,1,84136
6093,15576065,Sims,171326,731,Female,40,1,159718
6094,15792720,Martinez,171491,676,Male,33,0,79100
6095,15724336,Yates,171601,513,Female,49,1,126224
6096,15795747,Sheppard,171647,787,Female,39,0,100791
6097,15712960,Olisanugo,171653,613,Male,37,0,5353
6098,15727819,Hartley,171672,677,Female,34,1,50778
6099,15774847,Knight,171741,593,Male,50,0,20894
6100,15632210,Hill,171771,657,Male,25,1,22746
6101,15595537,Trout,171788,626,Male,49,1,187192
6102,15741403,Amechi,171848,698,Female,38,0,16957
6103,15761168,Manna,171914,478,Female,38,1,51821
6104,15716781,Dolgorukova,171923,815,Male,24,0,178029
6105,15574142,Chuang,171932,458,Female,28,1,9578
6106,15589431,Pedder,171937,807,Male,47,1,65637
6107,15811389,Padovano,171983,724,Female,35,0,167313
6108,15681196,Chikere,172170,629,Male,35,1,159777
6109,15776725,Kerr,172192,724,Male,54,1,136902
6110,15671104,Aksakova,172196,637,Male,43,1,104770
6111,15598948,DeRose,172232,523,Female,24,0,155144
6112,15795954,Ndukaku,172274,746,Male,35,1,22375
6113,15587266,Douglas,172310,606,Female,27,0,111449
6114,15590683,Donaldson,172326,660,Female,31,0,45438
6115,15761886,Franklin,172382,740,Male,36,1,86480
6116,15809100,Nucci,172449,548,Female,32,1,188084
6117,15580134,Crawford,172463,479,Male,27,1,40315
6118,15715047,Joshua,172478,640,Male,43,1,191084
6119,15633612,Yuryeva,172647,696,Male,28,1,116471
6120,15705298,L?,172694,697,Male,29,0,141799
6121,15699284,Johnson,172713,584,Male,49,1,113861
6122,15770159,Nnanna,172813,664,Male,25,1,108009
6123,15788442,Chukwukadibia,173306,681,Female,57,0,131965
6124,15641640,Uspenskaya,173332,545,Female,33,1,150453
6125,15581229,Gregory,173341,502,Female,32,0,122764
6126,15747591,Chung,173433,665,Female,40,0,116767
6127,15654673,Onyinyechukwuka,173435,625,Male,49,1,165581
6128,15573893,Barry,173459,569,Male,25,1,44381
6129,15678146,Wong,173962,668,Female,24,0,106457
6130,15607691,Gibson,174060,658,Male,36,1,94926
6131,15654562,Ma,174088,850,Female,45,1,5669
6132,15743817,Hargreaves,174127,621,Male,40,1,172491
6133,15778696,Ikemefuna,174180,684,Female,36,1,119830
6134,15708608,Wallwork,174186,799,Female,22,0,192634
6135,15603925,Greco,174318,779,Female,26,0,38296
6136,15738448,Sanford,174330,480,Female,25,0,181647
6137,15699797,Santana,174356,737,Male,30,0,31929
6138,15600734,Townsend,174397,624,Male,51,1,172373
6139,15726289,Cawood,174400,645,Male,25,1,42669
6140,15642824,Onyekaozulu,174506,826,Female,56,0,161803
6141,15704597,Trumbull,174571,644,Male,33,0,43943
6142,15678173,Collee,174589,629,Male,35,0,158420
6143,15774164,Coles,174674,502,Male,33,1,33301
6144,15706005,Roberts,174701,674,Male,46,1,90190
6145,15594815,Aleshire,174790,807,Male,35,1,600
6146,15748034,Drakeford,174852,534,Male,29,1,79178
6147,15638963,Garran,174853,678,Female,22,1,28149
6148,15611905,Warlow-Davies,174853,513,Female,31,1,84239
6149,15616745,Hs?,174895,542,Male,35,1,22315
6150,15633141,Robinson,174902,696,Female,35,1,69080
6151,15814275,Zikoranachidimma,174913,685,Male,33,1,43933
6152,15794396,Newbold,174938,494,Female,38,1,40084
6153,15621205,Olisaemeka,175111,578,Male,34,1,74858
6154,15701301,Murphy,175160,646,Female,42,0,67124
6155,15702789,Carter,175215,548,Male,32,1,155166
6156,15726494,Romani,175303,481,Male,44,1,65501
6157,15661412,Wardell,175307,715,Male,32,1,187051
6158,15777459,Gordon,175406,619,Female,32,1,172792
6159,15633352,Okwukwe,175444,628,Female,31,1,113167
6160,15694829,Chibueze,175454,680,Male,32,0,77350
6161,15791944,Harker,175465,697,Male,32,1,116442
6162,15795738,Owens,175477,789,Male,31,1,172833
6163,15569430,Burrows,175510,704,Female,36,1,152040
6164,15735025,Clark,175535,535,Male,37,1,9242
6165,15804142,Tan,175576,670,Female,57,1,99062
6166,15607990,Gallo,175736,760,Male,43,1,157337
6167,15776518,Pugh,175739,579,Female,38,1,193131
6168,15592707,Dolgorukova,175755,531,Female,64,1,60721
6169,15757632,Hughes-Jones,176024,496,Female,41,1,182338
6170,15662397,Small,176099,640,Female,42,1,8405
6171,15611371,Siciliani,176135,736,Male,43,1,52857
6172,15665327,Cattaneo,176140,706,Male,18,1,129654
6173,15634491,Kung,176167,652,Male,30,1,152211
6174,15757867,Bray,176174,570,Female,30,1,97045
6175,15759684,Ting,176227,528,Female,27,0,139482
6176,15699461,Fiorentini,176274,515,Male,35,0,121278
6177,15792729,Holland,176311,474,Female,34,1,160213
6178,15712903,Diaz,176511,499,Female,21,1,153920
6179,15627801,Ginikanwa,176667,512,Male,33,1,94671
6180,15700511,Hanson,176702,708,Male,42,1,104805
6181,15609824,Fedorov,176845,794,Female,41,1,166526
6182,15586680,Fleming,176914,462,Male,27,1,80587
6183,15581286,Castro,176915,734,Female,40,1,12799
6184,15689492,Benjamin,176958,850,Male,41,0,125806
6185,15780925,Tretyakova,177069,625,Male,37,1,96089
6186,15587535,Onyemauchechukwu,177620,450,Female,46,1,54227
6187,15592925,Giordano,177627,711,Male,42,0,16393
6188,15694366,Hou,177640,714,Male,42,0,47167
6189,15741652,McLean,177657,600,Male,37,1,77142
6190,15744914,Moore,177729,539,Male,42,1,105014
6191,15605130,Seccombe,177729,753,Male,32,1,161642
6192,15668472,Ritchie,177800,705,Female,24,0,79886
6193,15727177,Manfrin,177822,557,Male,42,1,150944
6194,15567328,Ch'en,177997,738,Male,38,0,19233
6195,15763895,Hung,178012,536,Male,32,1,22375
6196,15774133,Cox,178033,706,Female,35,0,42182
6197,15739194,Manfrin,178057,548,Male,38,1,38435
6198,15575935,Baxter,178058,673,Male,59,0,21064
6199,15761713,Johnstone,178074,678,Female,43,0,110406
6200,15732740,Plant,178096,765,Female,32,0,47248
6201,15694200,Gardner,178112,693,Male,36,0,58720
6202,15664339,Yu,178145,775,Male,48,0,50168
6203,15649418,Krylov,178171,776,Female,29,1,115819
6204,15573319,Azubuike,178318,493,Female,35,0,197429
6205,15795224,Wu,178585,760,Male,39,1,67131
6206,15768574,Anderson,178714,671,Male,58,1,21768
6207,15780961,Cavenagh,178718,735,Female,21,1,22388
6208,15693926,Pan,178743,670,Male,37,1,194494
6209,15762331,Moss,178756,569,Male,37,1,199929
6210,15644297,Austin,178788,732,Male,38,1,195761
6211,15600337,Dobie,178821,661,Male,42,0,29359
6212,15711251,Chizuoke,178828,514,Male,45,1,60375
6213,15569264,Yobanna,179305,622,Male,32,1,149044
6214,15641773,Browne,179335,580,Male,45,1,169304
6215,15588859,Rowley,179356,496,Female,44,1,2919
6216,15765014,Mai,179381,547,Female,48,0,69263
6217,15689594,Su,179539,731,Male,29,0,112010
6218,15641250,Calabresi,179581,794,Male,38,1,23596
6219,15713347,Reynolds,179852,577,Male,48,1,193580
6220,15570051,Gill,179886,775,Female,38,0,153123
6221,15634936,Chukwukadibia,179904,735,Male,41,1,137181
6222,15774151,Iadanza,179916,614,Female,41,0,14666
6223,15735400,Kanayochukwu,179960,756,Male,28,1,89938
6224,15807709,Kirby,180075,714,Female,55,1,100128
6225,15753161,Dickson,180169,768,Female,36,1,17349
6226,15678034,Grosse,180226,811,Male,46,1,13465
6227,15761775,Myers,180294,598,Male,20,1,29553
6228,15681843,Barbour,180303,624,Female,35,1,163588
6229,15588839,Mancini,180308,606,Male,30,1,1914
6230,15728006,Endrizzi,180517,524,Male,40,1,180002
6231,15614878,Yeh,180520,660,Female,29,1,123851
6232,15707078,Kruglov,180531,577,Female,26,0,123455
6233,15696605,Angelo,180614,571,Male,49,0,523
6234,15690372,Henry,181110,553,Male,38,1,184545
6235,15664897,Bryant,181166,682,Female,35,1,63737
6236,15801559,Chiang,181461,693,Female,41,1,187929
6237,15698510,Onwudiwe,181627,468,Male,42,1,172668
6238,15736534,Elkins,181657,742,Male,33,1,107668
6239,15570859,Froggatt,181671,626,Male,36,1,57531
6240,15698703,Doherty,181768,628,Male,40,1,129108
6241,15598940,Achebe,181804,681,Male,38,1,57518
6242,15636592,Iroawuchi,181822,651,Male,35,0,36924
6243,15775104,Gomes,182066,697,Female,38,1,49504
6244,15697441,Hsueh,182124,485,Male,29,1,116829
6245,15670943,See,182275,778,Male,31,1,190631
6246,15779182,Chia,182365,790,Male,46,0,139266
6247,15800793,St Clair,182492,477,Female,39,1,185831
6248,15712409,Tang,182532,749,Male,66,1,195430
6249,15814465,Ch'in,182705,612,Male,24,1,171837
6250,15722845,Meldrum,182782,665,Male,29,1,63733
6251,15767729,Smith,182877,646,Male,25,1,42538
6252,15600911,Mbadiwe,182888,712,Male,33,1,3061
6253,15785831,Sinclair,183027,591,Male,35,1,56029
6254,15785611,Onyeoruru,183102,752,Male,38,1,71557
6255,15799534,McClaran,183135,720,Male,71,1,197689
6256,15594762,Pisani,183276,827,Male,46,1,13460
6257,15594391,Samaniego,183555,770,Female,68,0,159557
6258,15714391,Lai,183573,563,Female,35,1,66007
6259,15581736,Bartlett,183580,673,Male,47,0,34048
6260,15722599,Nelson,183614,751,Female,37,0,49735
6261,15651103,Sal,183745,762,Female,69,1,196994
6262,15763460,Yao,183768,680,Male,33,1,164119
6263,15712199,Ijendu,183998,655,Female,61,1,161217
6264,15624793,Soubeiran,184245,627,Male,23,1,103099
6265,15747503,Hayward,184552,705,Male,44,1,68860
6266,15686776,Rossi,184686,557,Female,32,1,14956
6267,15599251,Chung,184716,602,Male,32,1,113782
6268,15679297,Volkova,184927,628,Male,43,1,122938
6269,15687477,Thompson,185013,594,Male,28,1,16481
6270,15577700,Rapuokwu,185064,749,Male,37,1,134527
